number_of_dependents,is_graduated,is_self_employed,annual_income,loan_amount,loan_term,credit_score,residential_assets,commercial_assets,luxury_assets,bank_assets,loan_status
3,no,no,81000.0,216000.0,4,740,224000.0,37000.0,169000.0,99000.0,approved
4,yes,yes,92000.0,294000.0,14,517,49000.0,0.0,335000.0,101000.0,rejected
3,no,yes,31000.0,63000.0,18,895,23000.0,34000.0,105000.0,42000.0,approved
3,no,yes,70000.0,154000.0,20,315,199000.0,76000.0,164000.0,59000.0,rejected
4,no,no,39000.0,88000.0,14,527,46000.0,49000.0,149000.0,31000.0,rejected
3,yes,no,55000.0,198000.0,14,853,73000.0,30000.0,155000.0,31000.0,approved
0,yes,no,66000.0,137000.0,20,747,36000.0,24000.0,239000.0,60000.0,approved
4,yes,yes,66000.0,205000.0,8,856,188000.0,54000.0,151000.0,94000.0,approved
3,yes,no,86000.0,236000.0,4,324,138000.0,38000.0,285000.0,43000.0,rejected
5,yes,no,79000.0,286000.0,12,812,121000.0,144000.0,300000.0,117000.0,approved
5,yes,yes,68000.0,226000.0,2,804,35000.0,125000.0,182000.0,99000.0,approved
4,yes,no,7000.0,18000.0,8,874,16000.0,10000.0,13000.0,3000.0,approved
2,no,yes,38000.0,100000.0,12,516,24000.0,42000.0,142000.0,51000.0,rejected
5,yes,yes,69000.0,183000.0,4,402,126000.0,131000.0,232000.0,61000.0,rejected
1,yes,yes,37000.0,124000.0,12,330,34000.0,10000.0,104000.0,28000.0,rejected
1,yes,no,79000.0,240000.0,12,867,205000.0,100000.0,307000.0,94000.0,approved
4,yes,yes,88000.0,342000.0,16,844,187000.0,110000.0,207000.0,107000.0,approved
5,no,yes,33000.0,78000.0,8,310,30000.0,39000.0,83000.0,42000.0,rejected
4,no,no,58000.0,142000.0,20,535,102000.0,40000.0,211000.0,34000.0,rejected
1,yes,yes,74000.0,295000.0,16,323,100000.0,44000.0,294000.0,81000.0,rejected
1,yes,no,82000.0,256000.0,4,686,20000.0,59000.0,173000.0,44000.0,approved
0,no,yes,33000.0,96000.0,8,465,61000.0,7000.0,97000.0,20000.0,rejected
4,yes,yes,53000.0,107000.0,12,547,10000.0,102000.0,116000.0,57000.0,rejected
1,no,no,57000.0,191000.0,12,649,94000.0,102000.0,164000.0,45000.0,approved
2,no,no,90000.0,310000.0,14,670,213000.0,54000.0,311000.0,129000.0,approved
3,yes,no,59000.0,144000.0,10,408,24000.0,51000.0,230000.0,37000.0,rejected
2,no,no,54000.0,119000.0,6,303,150000.0,92000.0,154000.0,69000.0,rejected
0,yes,no,98000.0,348000.0,14,497,30000.0,22000.0,238000.0,96000.0,rejected
4,no,yes,38000.0,82000.0,4,309,109000.0,39000.0,102000.0,33000.0,rejected
3,yes,yes,25000.0,71000.0,6,420,38000.0,33000.0,87000.0,30000.0,rejected
1,yes,no,19000.0,60000.0,20,540,11000.0,14000.0,43000.0,13000.0,rejected
5,yes,yes,44000.0,106000.0,20,806,97000.0,36000.0,108000.0,25000.0,approved
4,yes,yes,14000.0,29000.0,6,723,38000.0,0.0,47000.0,16000.0,approved
5,no,yes,32000.0,118000.0,16,565,81000.0,27000.0,92000.0,18000.0,approved
1,yes,yes,31000.0,92000.0,16,374,24000.0,35000.0,71000.0,35000.0,rejected
4,yes,no,45000.0,99000.0,10,509,111000.0,31000.0,122000.0,27000.0,rejected
3,no,yes,93000.0,235000.0,16,728,35000.0,99000.0,273000.0,98000.0,approved
2,yes,no,69000.0,182000.0,20,396,156000.0,43000.0,229000.0,54000.0,rejected
0,no,yes,39000.0,86000.0,2,667,43000.0,66000.0,135000.0,20000.0,approved
5,no,no,32000.0,74000.0,12,583,94000.0,55000.0,106000.0,36000.0,approved
1,no,yes,56000.0,211000.0,10,459,97000.0,14000.0,139000.0,81000.0,rejected
4,no,yes,37000.0,119000.0,18,635,61000.0,64000.0,112000.0,47000.0,approved
3,no,no,84000.0,272000.0,12,604,214000.0,88000.0,237000.0,47000.0,approved
0,no,yes,42000.0,89000.0,14,796,30000.0,16000.0,133000.0,48000.0,approved
4,yes,no,38000.0,85000.0,10,416,62000.0,48000.0,149000.0,41000.0,rejected
3,yes,no,32000.0,82000.0,8,311,49000.0,56000.0,107000.0,16000.0,rejected
1,no,yes,43000.0,94000.0,6,543,74000.0,52000.0,148000.0,42000.0,rejected
5,yes,yes,81000.0,203000.0,18,751,16000.0,79000.0,317000.0,74000.0,approved
5,no,yes,94000.0,232000.0,14,885,169000.0,12000.0,349000.0,47000.0,approved
4,no,yes,81000.0,194000.0,6,346,78000.0,93000.0,293000.0,45000.0,rejected
4,yes,no,65000.0,145000.0,4,588,103000.0,95000.0,228000.0,64000.0,approved
2,yes,no,94000.0,231000.0,4,488,201000.0,35000.0,286000.0,109000.0,rejected
1,no,yes,26000.0,66000.0,20,765,21000.0,2000.0,52000.0,13000.0,approved
3,no,yes,80000.0,256000.0,6,337,88000.0,5000.0,189000.0,98000.0,rejected
1,yes,no,47000.0,93000.0,8,515,10000.0,47000.0,146000.0,57000.0,rejected
2,yes,yes,76000.0,223000.0,12,555,21000.0,138000.0,177000.0,71000.0,approved
1,yes,yes,68000.0,272000.0,2,702,46000.0,24000.0,271000.0,63000.0,approved
2,no,yes,66000.0,170000.0,2,457,1000.0,18000.0,233000.0,67000.0,rejected
2,yes,no,82000.0,272000.0,10,425,114000.0,49000.0,293000.0,45000.0,rejected
1,yes,yes,44000.0,123000.0,6,583,24000.0,79000.0,172000.0,66000.0,approved
1,no,no,83000.0,292000.0,6,877,137000.0,99000.0,315000.0,95000.0,approved
0,yes,no,92000.0,365000.0,14,522,105000.0,53000.0,224000.0,132000.0,rejected
5,no,yes,27000.0,87000.0,20,687,26000.0,12000.0,90000.0,13000.0,approved
0,yes,no,61000.0,236000.0,20,856,33000.0,52000.0,177000.0,64000.0,approved
4,no,yes,91000.0,330000.0,8,543,157000.0,144000.0,195000.0,112000.0,rejected
5,no,yes,76000.0,154000.0,14,576,23000.0,28000.0,245000.0,47000.0,approved
2,no,no,72000.0,170000.0,10,856,181000.0,127000.0,158000.0,60000.0,approved
0,yes,yes,26000.0,82000.0,8,722,35000.0,42000.0,71000.0,32000.0,approved
4,yes,yes,65000.0,202000.0,12,653,186000.0,14000.0,238000.0,64000.0,approved
5,yes,no,89000.0,355000.0,16,480,172000.0,113000.0,252000.0,49000.0,rejected
2,yes,yes,54000.0,143000.0,14,477,102000.0,7000.0,111000.0,55000.0,rejected
0,yes,no,3000.0,5000.0,2,885,2000.0,4000.0,7000.0,2000.0,approved
0,no,no,84000.0,196000.0,18,530,170000.0,36000.0,242000.0,123000.0,rejected
3,yes,no,83000.0,172000.0,8,870,47000.0,88000.0,183000.0,100000.0,approved
4,no,no,17000.0,56000.0,8,395,27000.0,8000.0,35000.0,24000.0,rejected
2,no,no,15000.0,42000.0,16,771,25000.0,8000.0,57000.0,11000.0,approved
1,no,yes,2000.0,5000.0,2,579,5000.0,1000.0,5000.0,1000.0,approved
1,yes,yes,10000.0,37000.0,14,798,20000.0,2000.0,38000.0,14000.0,approved
3,no,yes,88000.0,251000.0,8,473,172000.0,6000.0,244000.0,124000.0,rejected
0,yes,yes,10000.0,32000.0,8,304,5000.0,6000.0,37000.0,7000.0,rejected
5,yes,yes,24000.0,89000.0,2,745,17000.0,20000.0,92000.0,21000.0,approved
1,yes,no,24000.0,89000.0,8,835,24000.0,12000.0,55000.0,11000.0,approved
5,no,yes,60000.0,121000.0,20,848,139000.0,48000.0,180000.0,36000.0,approved
5,no,no,76000.0,163000.0,18,872,51000.0,19000.0,207000.0,50000.0,approved
3,no,no,80000.0,201000.0,10,608,98000.0,155000.0,261000.0,52000.0,approved
0,yes,yes,54000.0,195000.0,16,758,26000.0,27000.0,183000.0,60000.0,approved
0,no,yes,14000.0,37000.0,4,841,30000.0,10000.0,46000.0,10000.0,approved
0,no,yes,8000.0,26000.0,2,618,3000.0,12000.0,20000.0,5000.0,approved
4,yes,yes,3000.0,11000.0,4,457,7000.0,1000.0,11000.0,4000.0,approved
0,yes,no,41000.0,144000.0,4,844,27000.0,60000.0,99000.0,42000.0,approved
2,no,no,15000.0,38000.0,4,776,28000.0,0.0,53000.0,14000.0,approved
1,no,no,46000.0,139000.0,8,520,133000.0,64000.0,98000.0,22000.0,rejected
1,yes,yes,33000.0,75000.0,12,648,64000.0,17000.0,87000.0,16000.0,approved
4,no,yes,79000.0,314000.0,10,654,165000.0,152000.0,254000.0,50000.0,approved
0,no,no,81000.0,265000.0,20,342,58000.0,56000.0,237000.0,58000.0,rejected
5,no,no,9000.0,28000.0,16,808,21000.0,9000.0,31000.0,8000.0,approved
1,yes,yes,49000.0,152000.0,10,429,57000.0,73000.0,144000.0,33000.0,rejected
3,yes,yes,61000.0,181000.0,14,538,118000.0,42000.0,162000.0,75000.0,rejected
3,no,no,45000.0,164000.0,6,533,18000.0,56000.0,122000.0,39000.0,rejected
2,yes,yes,29000.0,73000.0,8,394,77000.0,26000.0,77000.0,40000.0,rejected
1,no,no,79000.0,293000.0,2,771,176000.0,128000.0,204000.0,40000.0,approved
5,yes,yes,41000.0,101000.0,4,792,44000.0,61000.0,86000.0,49000.0,approved
5,no,yes,77000.0,155000.0,8,407,65000.0,91000.0,263000.0,46000.0,rejected
0,no,no,56000.0,193000.0,18,544,64000.0,28000.0,199000.0,64000.0,rejected
4,no,yes,64000.0,184000.0,16,320,177000.0,36000.0,139000.0,83000.0,rejected
4,yes,no,69000.0,147000.0,2,496,120000.0,70000.0,155000.0,40000.0,rejected
3,no,no,91000.0,274000.0,18,652,85000.0,73000.0,317000.0,68000.0,approved
2,yes,yes,11000.0,37000.0,2,806,27000.0,8000.0,29000.0,5000.0,approved
4,no,no,17000.0,45000.0,12,821,32000.0,19000.0,49000.0,15000.0,approved
5,yes,yes,92000.0,288000.0,20,618,143000.0,108000.0,339000.0,106000.0,approved
2,no,yes,83000.0,206000.0,12,729,224000.0,90000.0,314000.0,84000.0,approved
5,no,yes,50000.0,106000.0,6,839,126000.0,86000.0,198000.0,35000.0,approved
3,yes,no,22000.0,64000.0,2,318,14000.0,21000.0,43000.0,15000.0,rejected
2,yes,no,45000.0,96000.0,16,404,18000.0,60000.0,170000.0,27000.0,rejected
5,no,yes,41000.0,90000.0,6,581,66000.0,15000.0,113000.0,34000.0,approved
1,no,no,28000.0,68000.0,18,596,79000.0,4000.0,73000.0,15000.0,approved
1,no,no,66000.0,207000.0,4,415,128000.0,119000.0,177000.0,39000.0,approved
3,no,yes,32000.0,72000.0,6,728,48000.0,20000.0,80000.0,46000.0,approved
0,no,no,63000.0,133000.0,2,666,88000.0,40000.0,142000.0,49000.0,approved
2,yes,no,47000.0,177000.0,14,675,58000.0,72000.0,131000.0,65000.0,approved
0,yes,no,41000.0,154000.0,16,304,30000.0,52000.0,162000.0,31000.0,rejected
5,yes,yes,71000.0,155000.0,4,474,76000.0,90000.0,224000.0,94000.0,rejected
4,yes,yes,49000.0,102000.0,18,370,109000.0,22000.0,137000.0,66000.0,rejected
4,yes,no,56000.0,203000.0,20,596,51000.0,109000.0,127000.0,79000.0,approved
4,yes,no,34000.0,83000.0,2,567,57000.0,19000.0,102000.0,27000.0,approved
3,no,no,45000.0,161000.0,16,671,105000.0,36000.0,124000.0,58000.0,approved
2,yes,no,3000.0,8000.0,18,819,3000.0,3000.0,9000.0,4000.0,approved
5,no,yes,76000.0,230000.0,10,829,31000.0,73000.0,176000.0,73000.0,approved
5,yes,no,5000.0,12000.0,12,454,14000.0,5000.0,10000.0,3000.0,rejected
0,yes,yes,59000.0,152000.0,16,399,152000.0,32000.0,122000.0,65000.0,rejected
0,yes,no,71000.0,207000.0,10,784,95000.0,114000.0,279000.0,86000.0,approved
0,yes,yes,64000.0,169000.0,16,759,162000.0,71000.0,152000.0,31000.0,approved
2,yes,no,71000.0,214000.0,12,699,114000.0,134000.0,226000.0,48000.0,approved
5,no,no,18000.0,54000.0,14,347,38000.0,13000.0,49000.0,17000.0,rejected
3,no,yes,66000.0,252000.0,20,598,131000.0,36000.0,207000.0,86000.0,approved
4,yes,yes,88000.0,271000.0,2,406,163000.0,62000.0,261000.0,58000.0,approved
2,no,no,48000.0,158000.0,20,860,17000.0,33000.0,134000.0,51000.0,approved
5,yes,yes,44000.0,165000.0,10,806,35000.0,44000.0,112000.0,28000.0,approved
0,no,no,20000.0,69000.0,2,448,27000.0,38000.0,71000.0,16000.0,approved
2,yes,no,68000.0,226000.0,20,393,21000.0,22000.0,203000.0,82000.0,rejected
5,no,yes,66000.0,160000.0,12,811,131000.0,50000.0,147000.0,50000.0,approved
2,yes,no,33000.0,79000.0,20,829,48000.0,21000.0,132000.0,26000.0,approved
3,no,no,74000.0,234000.0,16,700,193000.0,30000.0,207000.0,89000.0,approved
0,no,yes,45000.0,124000.0,18,719,103000.0,2000.0,92000.0,31000.0,approved
1,no,yes,95000.0,305000.0,12,430,54000.0,80000.0,308000.0,105000.0,rejected
1,yes,no,8000.0,30000.0,4,338,9000.0,10000.0,26000.0,4000.0,approved
2,yes,no,40000.0,130000.0,4,695,64000.0,69000.0,154000.0,43000.0,approved
2,no,no,70000.0,257000.0,18,374,34000.0,137000.0,149000.0,45000.0,rejected
3,yes,no,35000.0,85000.0,18,609,73000.0,0.0,127000.0,25000.0,approved
3,yes,yes,97000.0,360000.0,6,631,35000.0,55000.0,285000.0,75000.0,approved
0,no,no,34000.0,108000.0,6,439,53000.0,14000.0,116000.0,19000.0,rejected
1,yes,yes,46000.0,135000.0,20,837,56000.0,77000.0,119000.0,25000.0,approved
4,yes,no,38000.0,104000.0,10,833,75000.0,25000.0,141000.0,42000.0,approved
4,no,yes,42000.0,96000.0,20,863,74000.0,9000.0,91000.0,34000.0,approved
2,yes,no,25000.0,87000.0,4,684,0.0,6000.0,97000.0,26000.0,approved
0,no,yes,70000.0,246000.0,6,542,64000.0,26000.0,245000.0,47000.0,rejected
1,no,no,53000.0,115000.0,8,753,100000.0,42000.0,144000.0,30000.0,approved
0,no,no,64000.0,142000.0,2,512,16000.0,92000.0,231000.0,35000.0,rejected
3,no,no,34000.0,81000.0,12,385,61000.0,40000.0,107000.0,40000.0,rejected
4,no,no,67000.0,188000.0,2,749,156000.0,79000.0,199000.0,86000.0,approved
1,no,yes,46000.0,101000.0,4,618,22000.0,1000.0,129000.0,43000.0,approved
4,yes,yes,9000.0,25000.0,4,583,13000.0,8000.0,18000.0,11000.0,approved
0,yes,no,51000.0,199000.0,18,655,44000.0,0.0,171000.0,71000.0,approved
0,no,yes,70000.0,209000.0,20,380,118000.0,108000.0,211000.0,62000.0,rejected
3,yes,yes,41000.0,147000.0,6,679,66000.0,37000.0,105000.0,56000.0,approved
2,yes,no,46000.0,148000.0,6,410,129000.0,68000.0,161000.0,58000.0,rejected
2,yes,yes,36000.0,115000.0,8,590,16000.0,52000.0,109000.0,30000.0,approved
5,yes,no,59000.0,138000.0,14,397,124000.0,6000.0,204000.0,30000.0,rejected
2,yes,no,6000.0,21000.0,16,425,9000.0,5000.0,23000.0,3000.0,rejected
0,yes,no,49000.0,164000.0,2,383,33000.0,35000.0,150000.0,58000.0,approved
5,yes,yes,64000.0,239000.0,6,406,147000.0,124000.0,254000.0,43000.0,rejected
2,yes,no,70000.0,198000.0,10,563,39000.0,94000.0,228000.0,80000.0,approved
3,yes,yes,67000.0,134000.0,14,782,49000.0,40000.0,258000.0,96000.0,approved
1,no,yes,8000.0,22000.0,4,852,9000.0,2000.0,22000.0,10000.0,approved
5,no,no,76000.0,278000.0,2,753,184000.0,122000.0,169000.0,80000.0,approved
5,yes,yes,32000.0,76000.0,4,489,50000.0,29000.0,106000.0,19000.0,rejected
2,no,yes,49000.0,138000.0,2,586,99000.0,14000.0,99000.0,70000.0,approved
3,no,no,72000.0,208000.0,16,560,21000.0,107000.0,211000.0,36000.0,approved
3,yes,no,56000.0,206000.0,6,487,64000.0,97000.0,202000.0,41000.0,rejected
4,yes,yes,73000.0,183000.0,8,434,100000.0,29000.0,268000.0,67000.0,rejected
4,no,no,33000.0,70000.0,20,504,82000.0,32000.0,73000.0,25000.0,rejected
3,no,yes,81000.0,233000.0,20,657,157000.0,29000.0,281000.0,62000.0,approved
5,yes,no,66000.0,214000.0,10,447,127000.0,111000.0,202000.0,64000.0,rejected
0,yes,yes,42000.0,136000.0,4,834,87000.0,34000.0,120000.0,31000.0,approved
2,yes,no,58000.0,217000.0,8,354,125000.0,23000.0,122000.0,68000.0,rejected
2,yes,yes,56000.0,210000.0,18,883,98000.0,16000.0,209000.0,60000.0,approved
0,no,yes,36000.0,99000.0,12,641,103000.0,24000.0,91000.0,27000.0,approved
1,yes,yes,77000.0,169000.0,6,621,226000.0,79000.0,274000.0,102000.0,approved
0,yes,yes,78000.0,233000.0,10,587,125000.0,93000.0,275000.0,97000.0,approved
3,no,no,57000.0,154000.0,16,424,47000.0,30000.0,164000.0,56000.0,rejected
5,yes,no,63000.0,205000.0,14,515,43000.0,36000.0,183000.0,91000.0,rejected
5,no,yes,23000.0,47000.0,18,592,16000.0,39000.0,62000.0,28000.0,approved
1,no,yes,10000.0,39000.0,16,360,25000.0,3000.0,21000.0,6000.0,rejected
5,yes,yes,72000.0,271000.0,12,535,84000.0,128000.0,281000.0,48000.0,rejected
2,no,yes,38000.0,114000.0,16,666,90000.0,24000.0,80000.0,38000.0,approved
4,no,yes,93000.0,246000.0,16,419,181000.0,0.0,267000.0,51000.0,rejected
2,no,yes,72000.0,219000.0,12,640,0.0,114000.0,146000.0,38000.0,approved
0,yes,no,76000.0,197000.0,12,545,43000.0,52000.0,295000.0,73000.0,rejected
4,yes,no,45000.0,153000.0,10,843,132000.0,69000.0,108000.0,22000.0,approved
1,no,yes,99000.0,309000.0,20,559,121000.0,61000.0,386000.0,121000.0,approved
0,no,yes,7000.0,20000.0,18,650,4000.0,13000.0,28000.0,5000.0,approved
0,yes,no,35000.0,123000.0,16,479,97000.0,60000.0,79000.0,47000.0,rejected
1,yes,yes,3000.0,10000.0,14,324,1000.0,1000.0,11000.0,1000.0,rejected
5,no,yes,54000.0,167000.0,2,354,11000.0,45000.0,193000.0,52000.0,approved
4,no,yes,28000.0,84000.0,10,521,15000.0,12000.0,91000.0,37000.0,rejected
5,no,yes,49000.0,159000.0,8,505,124000.0,49000.0,149000.0,61000.0,rejected
4,no,no,6000.0,17000.0,12,436,4000.0,0.0,17000.0,7000.0,rejected
0,yes,no,30000.0,81000.0,6,683,32000.0,49000.0,102000.0,32000.0,approved
0,yes,no,18000.0,58000.0,18,348,29000.0,7000.0,67000.0,10000.0,rejected
4,yes,yes,51000.0,157000.0,6,867,112000.0,83000.0,192000.0,36000.0,approved
5,yes,no,14000.0,41000.0,14,880,37000.0,18000.0,28000.0,21000.0,approved
2,yes,yes,67000.0,255000.0,10,673,111000.0,86000.0,251000.0,50000.0,approved
3,no,no,43000.0,126000.0,18,482,93000.0,9000.0,132000.0,61000.0,rejected
3,yes,yes,78000.0,196000.0,4,767,181000.0,105000.0,205000.0,77000.0,approved
3,no,no,54000.0,158000.0,18,760,127000.0,23000.0,164000.0,72000.0,approved
0,no,no,5000.0,19000.0,2,857,11000.0,5000.0,18000.0,3000.0,approved
1,yes,no,86000.0,267000.0,10,735,118000.0,91000.0,207000.0,112000.0,approved
3,yes,no,25000.0,93000.0,4,810,27000.0,33000.0,94000.0,37000.0,approved
4,no,no,30000.0,72000.0,2,680,9000.0,34000.0,96000.0,17000.0,approved
5,no,yes,70000.0,269000.0,4,889,14000.0,42000.0,224000.0,74000.0,approved
1,no,yes,4000.0,15000.0,16,688,4000.0,3000.0,12000.0,2000.0,approved
5,no,no,52000.0,137000.0,16,531,88000.0,45000.0,157000.0,29000.0,rejected
3,yes,no,33000.0,111000.0,2,660,65000.0,37000.0,123000.0,45000.0,approved
1,no,yes,24000.0,88000.0,18,414,36000.0,22000.0,71000.0,25000.0,rejected
4,yes,yes,58000.0,158000.0,14,528,63000.0,1000.0,214000.0,87000.0,rejected
4,no,yes,94000.0,200000.0,12,817,36000.0,16000.0,344000.0,80000.0,approved
2,no,no,61000.0,153000.0,2,799,71000.0,55000.0,178000.0,53000.0,approved
1,yes,yes,75000.0,214000.0,20,655,130000.0,103000.0,281000.0,81000.0,approved
2,no,no,41000.0,162000.0,6,546,35000.0,31000.0,151000.0,37000.0,rejected
3,no,no,85000.0,308000.0,14,745,110000.0,82000.0,194000.0,72000.0,approved
0,yes,no,43000.0,169000.0,8,884,65000.0,54000.0,120000.0,37000.0,approved
5,no,no,93000.0,220000.0,4,822,209000.0,100000.0,242000.0,121000.0,approved
4,no,no,60000.0,187000.0,2,623,43000.0,40000.0,191000.0,57000.0,approved
1,no,yes,53000.0,189000.0,16,361,3000.0,50000.0,119000.0,55000.0,rejected
5,no,yes,74000.0,162000.0,2,778,170000.0,27000.0,194000.0,92000.0,approved
1,no,yes,11000.0,38000.0,8,779,6000.0,18000.0,40000.0,16000.0,approved
1,yes,yes,66000.0,207000.0,4,594,48000.0,2000.0,264000.0,89000.0,approved
3,yes,no,82000.0,283000.0,2,530,150000.0,105000.0,202000.0,121000.0,approved
3,no,no,33000.0,93000.0,12,324,53000.0,26000.0,75000.0,20000.0,rejected
4,yes,yes,25000.0,90000.0,10,394,67000.0,20000.0,73000.0,30000.0,rejected
3,yes,yes,33000.0,104000.0,12,816,71000.0,63000.0,118000.0,49000.0,approved
5,no,no,10000.0,23000.0,16,423,17000.0,7000.0,29000.0,14000.0,rejected
5,yes,yes,62000.0,128000.0,2,539,56000.0,98000.0,223000.0,48000.0,rejected
1,yes,no,70000.0,210000.0,20,554,169000.0,66000.0,146000.0,56000.0,approved
2,yes,yes,70000.0,190000.0,6,523,53000.0,93000.0,258000.0,95000.0,rejected
1,no,yes,53000.0,120000.0,10,852,4000.0,104000.0,189000.0,50000.0,approved
0,no,yes,18000.0,37000.0,2,505,39000.0,24000.0,45000.0,14000.0,rejected
0,yes,yes,23000.0,79000.0,10,430,66000.0,28000.0,81000.0,19000.0,rejected
2,yes,no,40000.0,92000.0,16,784,32000.0,6000.0,130000.0,49000.0,approved
1,no,no,89000.0,240000.0,6,380,165000.0,74000.0,277000.0,75000.0,rejected
3,yes,no,80000.0,186000.0,20,565,16000.0,86000.0,225000.0,94000.0,approved
4,yes,yes,79000.0,269000.0,14,446,179000.0,73000.0,165000.0,82000.0,rejected
5,yes,yes,67000.0,202000.0,8,406,69000.0,49000.0,153000.0,71000.0,rejected
4,no,no,24000.0,60000.0,6,712,68000.0,22000.0,60000.0,12000.0,approved
4,no,no,86000.0,226000.0,14,729,3000.0,162000.0,205000.0,119000.0,approved
1,no,yes,53000.0,146000.0,20,508,112000.0,28000.0,170000.0,46000.0,rejected
0,yes,no,74000.0,249000.0,20,648,71000.0,79000.0,233000.0,62000.0,approved
0,no,yes,87000.0,187000.0,10,346,12000.0,18000.0,307000.0,82000.0,rejected
5,yes,no,82000.0,185000.0,4,394,96000.0,57000.0,274000.0,111000.0,rejected
0,no,yes,37000.0,97000.0,12,501,26000.0,66000.0,92000.0,46000.0,rejected
5,no,yes,92000.0,363000.0,2,655,30000.0,12000.0,322000.0,87000.0,approved
4,no,no,61000.0,209000.0,4,662,102000.0,70000.0,233000.0,41000.0,approved
2,yes,yes,88000.0,308000.0,20,820,7000.0,48000.0,259000.0,127000.0,approved
5,no,no,92000.0,189000.0,10,521,83000.0,145000.0,234000.0,69000.0,rejected
3,yes,no,72000.0,279000.0,12,473,211000.0,88000.0,278000.0,87000.0,rejected
1,yes,no,6000.0,12000.0,10,561,9000.0,3000.0,14000.0,6000.0,approved
5,yes,no,80000.0,231000.0,20,461,59000.0,24000.0,293000.0,72000.0,rejected
4,yes,yes,69000.0,138000.0,16,715,21000.0,61000.0,209000.0,82000.0,approved
0,no,yes,43000.0,156000.0,18,440,62000.0,13000.0,100000.0,47000.0,rejected
3,no,yes,85000.0,249000.0,18,749,96000.0,12000.0,317000.0,101000.0,approved
4,no,no,86000.0,174000.0,2,787,117000.0,106000.0,184000.0,106000.0,approved
3,yes,no,63000.0,139000.0,18,748,177000.0,88000.0,217000.0,86000.0,approved
3,no,yes,58000.0,136000.0,12,321,17000.0,33000.0,223000.0,34000.0,rejected
3,yes,yes,10000.0,23000.0,10,303,10000.0,4000.0,25000.0,10000.0,rejected
0,no,yes,17000.0,54000.0,8,682,24000.0,10000.0,39000.0,21000.0,approved
2,no,no,32000.0,86000.0,18,638,10000.0,49000.0,86000.0,35000.0,approved
0,yes,yes,75000.0,166000.0,14,440,172000.0,145000.0,241000.0,103000.0,rejected
1,no,yes,20000.0,66000.0,10,873,14000.0,2000.0,63000.0,24000.0,approved
3,no,no,91000.0,197000.0,20,437,63000.0,137000.0,237000.0,129000.0,rejected
4,yes,yes,84000.0,197000.0,8,796,179000.0,92000.0,202000.0,77000.0,approved
4,yes,no,71000.0,272000.0,16,824,24000.0,80000.0,224000.0,39000.0,approved
2,no,no,2000.0,8000.0,6,338,1000.0,0.0,4000.0,1000.0,rejected
0,no,yes,50000.0,149000.0,12,575,128000.0,15000.0,123000.0,66000.0,approved
0,no,yes,45000.0,169000.0,8,773,63000.0,68000.0,140000.0,60000.0,approved
2,no,yes,51000.0,197000.0,2,733,0.0,45000.0,129000.0,62000.0,approved
3,yes,yes,41000.0,106000.0,14,475,54000.0,43000.0,139000.0,45000.0,rejected
1,no,no,72000.0,150000.0,10,677,106000.0,39000.0,245000.0,41000.0,approved
3,no,no,78000.0,177000.0,6,403,126000.0,37000.0,247000.0,100000.0,rejected
3,yes,yes,75000.0,253000.0,12,767,132000.0,108000.0,194000.0,96000.0,approved
3,yes,yes,64000.0,210000.0,2,813,39000.0,109000.0,205000.0,44000.0,approved
4,yes,no,70000.0,257000.0,20,597,199000.0,135000.0,275000.0,101000.0,approved
4,no,yes,90000.0,311000.0,8,896,71000.0,44000.0,234000.0,131000.0,approved
2,no,yes,44000.0,139000.0,6,810,132000.0,42000.0,150000.0,52000.0,approved
2,no,no,9000.0,20000.0,14,337,17000.0,0.0,21000.0,6000.0,rejected
1,yes,no,98000.0,269000.0,18,792,159000.0,141000.0,252000.0,119000.0,approved
4,no,no,6000.0,16000.0,6,784,3000.0,1000.0,19000.0,5000.0,approved
2,yes,yes,84000.0,326000.0,10,384,139000.0,16000.0,216000.0,70000.0,rejected
1,yes,no,83000.0,249000.0,10,642,115000.0,154000.0,216000.0,58000.0,approved
4,yes,no,79000.0,299000.0,8,314,220000.0,46000.0,260000.0,81000.0,rejected
1,no,no,86000.0,259000.0,2,606,37000.0,149000.0,327000.0,122000.0,approved
5,no,yes,67000.0,176000.0,14,843,127000.0,2000.0,195000.0,56000.0,approved
0,yes,no,27000.0,74000.0,10,778,68000.0,8000.0,56000.0,28000.0,approved
0,no,no,66000.0,256000.0,8,718,126000.0,122000.0,217000.0,90000.0,approved
1,yes,yes,71000.0,208000.0,20,437,96000.0,73000.0,247000.0,88000.0,rejected
5,yes,yes,3000.0,7000.0,10,586,0.0,4000.0,10000.0,1000.0,approved
2,yes,no,22000.0,70000.0,6,777,61000.0,4000.0,44000.0,33000.0,approved
1,yes,yes,87000.0,317000.0,12,525,78000.0,102000.0,303000.0,61000.0,rejected
4,yes,no,72000.0,231000.0,12,632,46000.0,85000.0,194000.0,44000.0,approved
0,no,no,20000.0,48000.0,20,337,13000.0,22000.0,55000.0,17000.0,rejected
4,yes,yes,86000.0,279000.0,8,458,224000.0,18000.0,340000.0,117000.0,rejected
2,yes,yes,23000.0,54000.0,8,364,45000.0,5000.0,70000.0,20000.0,rejected
2,yes,yes,19000.0,65000.0,16,887,20000.0,12000.0,45000.0,17000.0,approved
1,yes,no,21000.0,63000.0,16,882,39000.0,22000.0,77000.0,29000.0,approved
